title,abuseReported,rating,location_,userid,productid,reviewDate,reviewBody,helpfulCount
facilis dolores assumenda,false,5,Malawi,820299,664714,2021-05-24,Magnam odit accusantium veniam eum qui est quibusdam minima itaque. Ratione illum explicabo. Laudantium perferendis et maxime pariatur alias. Neque dolore alias nisi assumenda voluptates perspiciatis velit maiores possimus. Est et cum iure voluptate necessitatibus vero eveniet.,1889
tenetur consequuntur commodi,true,2,El Salvador,458323,878286,2021-05-05,Porro expedita reprehenderit esse dignissimos autem dolores unde. Inventore consequatur iure voluptas laborum laborum consequuntur soluta ad fugit. Eligendi aut aut voluptatem praesentium doloremque repellendus necessitatibus.,1670
quae eius aut,true,3,Svalbard & Jan Mayen Islands,87241,418350,2021-02-06,Temporibus et repudiandae voluptatem pariatur vero dolor explicabo. Aut omnis qui et aut harum dolores facilis qui. Officia libero iste qui error vero id alias. Aspernatur rerum ab. Porro optio temporibus dolor nobis quia eos esse. Est natus earum non quam ipsam.,1144
ipsum est et,false,4,Netherlands Antilles,739470,743433,2021-02-11,Iusto earum distinctio laboriosam. Ut aut autem non consequatur id tempora tempore architecto. Qui porro rerum. Vero iste sint repellat. Occaecati asperiores reprehenderit id qui illum aspernatur vero ducimus quibusdam.,1152
dolorem voluptatem eum,true,5,Saint Kitts and Nevis,630454,919272,2021-03-13,Aspernatur praesentium qui amet assumenda qui debitis occaecati et non. Non nobis ducimus qui vero assumenda. Corrupti hic dicta ut. Quaerat fuga minima veritatis modi quas voluptatem iure maxime. Sapiente at vero consectetur nam.,804
magnam aut laborum,false,2,Guyana,315733,308758,2021-06-14,Eius ullam est. Est omnis animi est. Asperiores vel qui sed at quasi id suscipit. Sit in magni deleniti qui inventore pariatur dolores dolor pariatur. Ad atque molestiae laboriosam ut explicabo quod.,371
aperiam et ea,true,1,Venezuela,537958,122307,2021-04-14,Ipsum possimus consectetur qui aliquid accusamus officiis et temporibus officia. Rerum aut distinctio mollitia minima exercitationem voluptas. Rem eaque et quis harum in velit eos in.,799
omnis cupiditate praesentium,true,2,Bhutan,292035,189960,2020-10-04,Eaque numquam et cum atque aut commodi esse iure sapiente. Reprehenderit autem eligendi aut. Et aspernatur necessitatibus autem maxime quis molestiae itaque sequi praesentium. Nulla iste rerum et. Ut ut esse ea porro.,1786
reiciendis magni quae,true,5,Guam,312340,832886,2021-06-14,Doloribus a recusandae eveniet repudiandae sunt vel voluptatum nemo. Est doloribus asperiores libero laborum sed est. Quidem minima ea. Aut praesentium voluptas molestiae vero est non illum.,447
eos distinctio id,false,0,Croatia,24726,307264,2020-11-14,Molestiae optio suscipit sunt. Sint vel quae doloremque. Sint facere ea soluta saepe nesciunt culpa et quaerat. Quas repudiandae quos corrupti quas aspernatur dicta asperiores porro et. Et quasi saepe sit numquam consequatur.,1331
incidunt facilis amet,false,1,Georgia,611736,506586,2020-08-02,Cum blanditiis sed quam. Inventore accusamus eaque eum sequi quam maxime qui est ducimus. Beatae nihil sunt suscipit aut quo et. Aut deleniti ab ut ipsam soluta.,862
voluptatem voluptatem laboriosam,false,5,Bangladesh,420149,671506,2020-12-28,Ut consectetur rem nostrum expedita ex. Voluptatem nesciunt labore libero dolorem. Ipsa quo et voluptatum autem ut doloribus aut autem aut. Et molestiae deleniti atque blanditiis qui.,1125
non possimus et,false,3,Jersey,540856,772685,2020-11-04,Omnis architecto quo magnam totam natus tempore. Illum dignissimos velit debitis est libero quia aperiam et. Animi suscipit quidem. Est omnis libero et. Qui minima sequi.,283
est sed voluptatibus,true,1,Cambodia,56309,566894,2020-09-19,Atque vel dolorem architecto ad. Molestias et rerum quaerat laboriosam iste nulla laborum molestiae. Ad reiciendis repudiandae sit temporibus modi doloremque.,820
soluta et et,true,5,Saint Lucia,646705,373683,2021-02-22,Non laudantium est. Ut ut facilis ut. Fugiat voluptas delectus dolor fugiat odio mollitia accusantium hic et. Et voluptas minima libero cum.,577
autem rerum quibusdam,false,2,Saint Kitts and Nevis,277915,737678,2020-12-02,Aut omnis distinctio voluptatum doloremque doloribus consequatur nemo. Quo et facilis. Quas excepturi non et corrupti enim consequatur mollitia recusandae ut. Maxime in temporibus minima.,17
aspernatur ratione deleniti,false,5,Singapore,422954,716287,2021-06-12,Id assumenda voluptatem inventore quis distinctio nam. Ut ipsam accusantium nulla beatae deserunt et cupiditate facere. Quo pariatur minima sit non rerum. Quod ullam dolor dignissimos. Veniam quia saepe earum itaque. Asperiores dicta fugiat consequatur in non sed amet quo dolor.,548
ipsum sapiente quis,true,4,American Samoa,562175,148731,2021-04-25,Dolor corporis est enim vitae molestiae est delectus. Illo laborum voluptatem ut. Accusamus quisquam et vel cumque illum earum dolorem iure. Consequuntur vitae odit nobis cum omnis aliquam voluptatum. Placeat corrupti reiciendis et qui et occaecati et et.,1571
voluptatem laborum aut,false,5,Svalbard & Jan Mayen Islands,28725,724164,2020-08-16,Sunt esse ullam ut dolores quo nesciunt eveniet aut. Et sint quia debitis quisquam nostrum repudiandae. Reiciendis vel vitae qui maiores et voluptatem ut dolorem. Optio voluptas maiores at voluptatum in excepturi fuga. Aut molestiae dolor est sapiente occaecati.,937
commodi temporibus illum,true,1,Cambodia,58072,334239,2020-10-09,Non adipisci recusandae fugit enim excepturi repudiandae. Magni ut dolor et sed aut libero ipsum voluptas. Quaerat ea quos minima omnis. Porro itaque molestias.,400
soluta explicabo suscipit,true,3,Falkland Islands (Malvinas),978341,381925,2021-03-30,Qui est totam enim possimus voluptas et quibusdam explicabo. Sit perferendis consequatur inventore ut omnis nisi vitae. Explicabo non asperiores fuga voluptatem magni.,978
facere aut officiis,false,4,Tokelau,454132,595931,2021-01-04,Aut animi magni delectus excepturi eveniet. Impedit cum quo officiis ad similique assumenda sed. Minima aliquid ratione temporibus.,1046
animi sequi veniam,true,2,Moldova,190991,422734,2020-12-11,Qui aliquid in. Minus quia consequatur quasi. Cumque voluptatem eum similique quam adipisci modi voluptatem eum dolorum.,1878
omnis ut rerum,true,4,Belgium,16748,354385,2021-06-19,Distinctio et facilis qui iure sequi amet omnis. Similique quis velit vitae. Voluptatem ipsam sunt cupiditate ullam aut omnis occaecati aliquid quia. Minima porro aperiam sequi. Blanditiis delectus et consequatur laboriosam numquam cumque. Impedit eveniet consequuntur sunt quia officiis.,364
voluptas dignissimos cumque,false,4,Papua New Guinea,728892,255296,2021-02-25,Cumque autem debitis cumque nihil minus. Vel repellat qui non aliquam. Atque earum nulla nostrum. In dolores a consequatur deserunt incidunt omnis. Vel est accusamus enim.,381
quia consequuntur repellendus,false,4,Cook Islands,689204,674618,2021-03-13,Voluptatem sit ut quae sapiente culpa nostrum numquam. Consequatur et aut. Cupiditate nisi autem possimus laboriosam. Ea dolor ut illo id similique tempore quos. Voluptas et ullam eum. Ab assumenda eius sit ad autem perspiciatis nisi libero ipsum.,1241
quaerat doloremque pariatur,false,3,Iraq,966819,828159,2020-10-06,Sit non qui aut magnam ut. Eius et provident tenetur omnis ullam explicabo dignissimos ad. Perspiciatis vitae laborum.,143
reprehenderit adipisci ullam,false,3,French Southern Territories,468574,936821,2021-05-23,Reiciendis et alias omnis et deleniti rerum et. Provident rerum voluptatem et saepe quam sapiente. Autem minima illo deserunt nemo quisquam.,1057
et occaecati aut,true,4,Wallis and Futuna,804268,121408,2021-03-05,Et id rerum quod molestiae culpa sed. Qui nihil sit dolorem est ullam eum cum cumque exercitationem. Nobis doloribus perferendis ea quibusdam iste. Iure dolorem omnis et velit quia aut.,697
vero architecto totam,false,4,Guinea,883794,582632,2020-12-23,Delectus non ut. Culpa nam mollitia occaecati neque. Explicabo laboriosam eius reprehenderit aut reiciendis dolorem animi eaque. Consequatur itaque tenetur repellat molestiae voluptatem cupiditate. Et consequatur iure architecto.,523
necessitatibus impedit nihil,true,1,Lesotho,160930,732438,2021-05-16,Voluptatem nihil ea similique est et ut facere aliquam. Voluptate quasi magnam. Animi illum occaecati voluptatum error tempora nihil aut. Pariatur fuga sed excepturi aut quia cum.,1919
vel dicta nostrum,true,2,Burundi,374277,666333,2021-06-15,In nostrum accusamus eligendi voluptatem et rerum voluptatum. Aut dolorem incidunt. Fugit incidunt voluptatem necessitatibus perferendis facilis ea et modi. Vel dicta rerum et quam.,1454
neque reprehenderit perspiciatis,true,4,South Africa,195107,113686,2021-06-06,Aut et ad dolor necessitatibus sit rerum. Non officiis velit sunt asperiores cumque tempora dolor. Harum aut sed atque eveniet aut voluptas dolorem labore illum. Quia cumque mollitia natus adipisci est magnam eaque. Maxime ut mollitia.,18
quo dolorem nihil,true,3,Luxembourg,637759,308613,2020-08-20,Et corporis possimus cupiditate soluta. Qui voluptas cum ea saepe dicta qui est et eaque. Soluta laborum illo asperiores rerum iste.,263
voluptate enim eaque,true,2,Slovakia (Slovak Republic),788093,387016,2021-05-19,Voluptate quia velit quia id et placeat. Excepturi id et enim eos consequatur quasi. Dolorem cumque ipsam officia rerum. Et qui adipisci at deleniti. Rem nihil et accusamus molestiae omnis velit. Consequatur magni culpa perferendis odit et autem nam laboriosam.,1170
qui et itaque,false,3,Central African Republic,460442,930587,2020-12-13,Facilis neque eos rerum harum rem aut culpa accusamus necessitatibus. Corporis architecto assumenda quidem aliquam mollitia rerum. Nulla in fugiat sit in quia quos.,1847
nihil nesciunt error,false,0,Ethiopia,529720,661485,2021-05-08,Atque dolor ullam ipsa omnis eligendi architecto odit perferendis. Non tempora maiores aliquam est. Deserunt veniam et architecto in. Et nam laudantium. Nesciunt nostrum placeat debitis sed nemo vero sit quia est.,1999
beatae autem qui,true,2,Russian Federation,676456,776668,2021-04-29,Consectetur magnam consequuntur velit. Omnis incidunt in. Eos esse magni laboriosam molestias porro nostrum accusantium sit veniam.,1192
molestias hic fugiat,true,4,Kenya,347257,973077,2021-03-09,Quod dolor in alias quaerat maiores quia. Quia autem nihil ab atque itaque ullam. Non accusantium ut qui ut in. Unde harum dignissimos nulla ex quaerat hic in ad. Doloribus earum commodi est velit omnis facilis quaerat est. Quae cumque temporibus nesciunt atque voluptatum est facere dolorum.,514
mollitia accusantium sapiente,false,2,Denmark,222824,488349,2021-05-21,Et quos voluptate explicabo. Qui modi numquam rem eos cumque aut aut. Dolor rerum quia architecto nisi sed eum sequi est. Aut consequuntur magnam non. Et nihil repellendus aliquid non.,389
quos voluptas molestiae,true,2,Pitcairn Islands,424545,653715,2020-11-24,Aut rem quas et culpa sunt error omnis. Atque est dolorem natus est molestias et. Est aspernatur exercitationem reiciendis. Iure dolores qui molestiae ipsum nemo cupiditate. Voluptas iste quia quia omnis et.,1258
inventore veniam perspiciatis,true,1,Thailand,460370,753872,2020-09-16,Est necessitatibus repellat ut qui possimus velit. Omnis quod sunt ratione omnis exercitationem. Saepe eum voluptatem debitis. Laborum a quia velit neque quod nostrum.,1715
est labore eius,false,5,Sao Tome and Principe,462135,344086,2021-03-24,Ipsa quo illo voluptatem nulla iure corrupti at nemo ducimus. Enim velit itaque. Delectus mollitia ad in animi libero. Beatae magnam ipsa autem laboriosam et distinctio sint voluptatem.,1869
deleniti doloribus ut,false,3,Hungary,545462,367560,2020-11-14,Omnis sint quo dolorem sit. Ad est aut illum fuga sapiente tempora est. Quibusdam odio omnis. Enim nihil dolores dolores fugit. Impedit sed eos fuga enim assumenda fuga nisi.,423
optio saepe natus,true,4,Swaziland,210374,564663,2021-06-23,Et exercitationem ut. Non natus consectetur sit in. Repudiandae possimus provident tempore vel non ipsum veniam aut atque.,1244
et voluptatem ea,true,0,Turkey,790474,436908,2020-12-05,Velit mollitia atque exercitationem possimus provident. Et voluptates nemo doloremque consequuntur culpa accusantium. Quia distinctio voluptates rerum quo. Dolor ad cumque a molestiae.,1375
ipsam voluptas sunt,false,0,Brazil,419748,414870,2021-06-22,Atque laboriosam quis reprehenderit aperiam est rerum. In omnis vero minima quis ut dolorem vel quasi eum. Minima in enim et dignissimos et quia vitae nisi.,678
libero ut aliquam,true,1,Antigua and Barbuda,334018,773603,2020-09-10,Et consequatur suscipit nihil facere quasi quae maxime inventore. Et voluptates et harum doloremque vel qui. Voluptatem eum voluptas velit aut minima eos. Voluptates quod voluptatem tempore soluta tempora. Ut et sit autem atque unde odio sunt.,1448
aut magni accusantium,true,4,Canada,76986,125612,2021-01-28,Et hic et ea autem quo veniam consectetur omnis delectus. Aut odio blanditiis non quia cupiditate alias tenetur deserunt. Distinctio ducimus in nulla ab facere veniam non. Vel facilis aut sint atque explicabo explicabo veniam. Labore magni quis adipisci placeat. Velit nam voluptates libero laborum molestias consequuntur facilis magnam consequatur.,515
occaecati inventore sit,true,2,Gibraltar,947114,796513,2021-05-05,Nam porro unde ut. Cumque hic sunt magnam. Sint molestiae rem animi quibusdam est. Ut ab molestiae est ut voluptatem. Sint libero quia suscipit ipsa consequuntur quas.,1909
sint mollitia voluptates,false,2,Libyan Arab Jamahiriya,885150,777051,2021-05-18,Sapiente provident saepe vel voluptatem occaecati omnis occaecati. Dolores rerum aut fugit. Explicabo qui reprehenderit. Et enim ad. Laboriosam corrupti expedita qui nulla. Consequatur consequatur et neque sit non ut est atque molestiae.,1371
quo possimus doloremque,true,1,Bangladesh,962849,670738,2021-03-27,Odio ab laboriosam reiciendis fugit aliquam. Rem possimus harum. Nesciunt error quod ut voluptas ipsum sint qui. Ipsam magnam nesciunt ducimus eum explicabo omnis. Qui officia fugit voluptas aut minima laudantium asperiores autem.,1960
facere voluptatum vel,true,4,Barbados,685090,486205,2020-07-18,Ab consequuntur saepe sed sit in ut nulla sunt rerum. Facilis est minus distinctio reprehenderit aperiam. Sint nam similique dicta ut velit accusantium et voluptas. Eos necessitatibus assumenda molestiae odio et quas. Voluptatem nisi voluptatem itaque iusto. Sed velit aut quisquam provident sed aut rem id ipsam.,155
occaecati ea sit,false,4,Ecuador,781649,555697,2021-04-25,Dolorem tenetur nemo repellendus. Quis est et rerum debitis nostrum corporis sunt. Qui omnis similique maxime est qui. Dolorum necessitatibus architecto possimus. Enim recusandae voluptatibus et cum qui. Repellendus autem velit enim.,243
aliquam delectus commodi,true,4,Bhutan,736102,879275,2021-05-17,Quia ipsa repudiandae quia velit reprehenderit veniam alias assumenda aut. Aliquid illo inventore ducimus non voluptatibus praesentium qui non magni. Consequatur aut fugiat qui illo accusamus sunt. Explicabo facere aliquid mollitia eveniet unde laudantium odio optio aut. Cupiditate nisi voluptatem quas.,1089
aut reiciendis inventore,false,5,Tanzania,772601,942703,2021-03-26,Et nihil eum at mollitia aut natus. In officiis optio ad necessitatibus nisi. Et non maxime atque ullam.,1779
ab sapiente quis,true,1,Belize,125905,296188,2021-04-30,Vero dolorum odio reprehenderit molestiae facere omnis accusantium. Culpa ut ut in consequatur placeat ea ex cum quisquam. Omnis rerum quibusdam est.,822
